,Date,day,month,year,Confirmed,Deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,geo_level,Confirmed_moving_average,Deaths_moving_average,Peak_confirmed,Peak_deaths,Last_avg_obs_confirmed,Last_avg_obs_deaths,Progress_to_zero_confirmed,Progress_to_zero_deaths
24002,2020-03-20,20,3,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,8.57,0.0,,,,,,
24003,2020-03-19,19,3,2020,31,0,Taiwan,TW,TWN,23773881.0,Asia,Country,4.14,0.0,,,,,,
24004,2020-03-18,18,3,2020,10,0,Taiwan,TW,TWN,23773881.0,Asia,Country,3.14,0.0,,,,,,
24005,2020-03-17,17,3,2020,8,0,Taiwan,TW,TWN,23773881.0,Asia,Country,2.0,0.0,,,,,,
24006,2020-03-16,16,3,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,2.0,0.0,,,,,,
24007,2020-03-15,15,3,2020,6,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.29,0.0,,,,,,
24008,2020-03-14,14,3,2020,4,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.0,0.0,,,,,,
24009,2020-03-13,13,3,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.0,0.0,,,,,,
24010,2020-03-12,12,3,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.14,0.0,,,,,,
24011,2020-03-11,11,3,2020,3,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.71,0.0,,,,,,
24012,2020-03-09,9,3,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.86,0.0,,,,,,
24013,2020-03-08,8,3,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.57,0.0,,,,,,
24014,2020-03-07,7,3,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.71,0.0,,,,,,
24015,2020-03-06,6,3,2020,2,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.57,0.0,,,,,,
24016,2020-03-04,4,3,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.57,0.0,,,,,,
24017,2020-03-03,3,3,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.71,0.0,,,,,,
24018,2020-03-02,2,3,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,2.0,0.0,,,,,,
24019,2020-03-01,1,3,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.86,0.0,,,,,,
24020,2020-02-29,29,2,2020,5,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.43,0.0,,,,,,
24021,2020-02-28,28,2,2020,2,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.14,0.0,,,,,,
24022,2020-02-27,27,2,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.29,0.0,,,,,,
24023,2020-02-26,26,2,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.14,0.0,,,,,,
24024,2020-02-25,25,2,2020,2,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.14,0.0,,,,,,
24025,2020-02-24,24,2,2020,2,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.14,0.14,,,,,,
24026,2020-02-23,23,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.14,0.14,,,,,,
24027,2020-02-22,22,2,2020,2,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.86,0.14,,,,,,
24028,2020-02-21,21,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.86,0.14,,,,,,
24029,2020-02-20,20,2,2020,2,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.57,0.14,,,,,,
24030,2020-02-19,19,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.57,0.14,,,,,,
24031,2020-02-18,18,2,2020,2,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.29,0.14,,,,,,
24032,2020-02-17,17,2,2020,2,1,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24033,2020-02-16,16,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.14,0.0,,,,,,
24034,2020-02-15,15,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.29,0.0,,,,,,
24035,2020-02-14,14,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.0,0.0,,,,,,
24036,2020-02-13,13,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.0,0.0,,,,,,
24037,2020-02-12,12,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.14,0.0,,,,,,
24038,2020-02-11,11,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.14,0.0,,,,,,
24039,2020-02-10,10,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.14,0.0,,,,,,
24040,2020-02-09,9,2,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.0,0.0,,,,,,
24041,2020-02-08,8,2,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.0,0.0,,,,,,
24042,2020-02-07,7,2,2020,5,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.43,0.0,,,,,,
24043,2020-02-06,6,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.43,0.0,,,,,,
24044,2020-02-05,5,2,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.43,0.0,,,,,,
24045,2020-02-04,4,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.71,0.0,,,,,,
24046,2020-02-03,3,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.0,0.0,,,,,,
24047,2020-02-02,2,2,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.0,0.0,,,,,,
24048,2020-02-01,1,2,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.14,0.0,,,,,,
24049,2020-01-31,31,1,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.0,0.0,,,,,,
24050,2020-01-30,30,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,1.0,0.0,,,,,,
24051,2020-01-29,29,1,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.86,0.0,,,,,,
24052,2020-01-28,28,1,2020,2,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.71,0.0,,,,,,
24053,2020-01-27,27,1,2020,2,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.43,0.0,,,,,,
24054,2020-01-26,26,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.43,0.0,,,,,,
24055,2020-01-25,25,1,2020,2,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.14,0.0,,,,,,
24056,2020-01-24,24,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.14,0.0,,,,,,
24057,2020-01-23,23,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.14,0.0,,,,,,
24058,2020-01-22,22,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.14,0.0,,,,,,
24059,2020-01-21,21,1,2020,1,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24060,2020-01-20,20,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24061,2020-01-19,19,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24062,2020-01-18,18,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24063,2020-01-17,17,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24064,2020-01-16,16,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24065,2020-01-15,15,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24066,2020-01-14,14,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24067,2020-01-13,13,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24068,2020-01-12,12,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24069,2020-01-11,11,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24070,2020-01-10,10,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24071,2020-01-09,9,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24072,2020-01-08,8,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24073,2020-01-07,7,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,0.0,0.0,,,,,,
24074,2020-01-06,6,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,,,,,,,,
24075,2020-01-05,5,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,,,,,,,,
24076,2020-01-04,4,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,,,,,,,,
24077,2020-01-03,3,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,,,,,,,,
24078,2020-01-02,2,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,,,,,,,,
24079,2020-01-01,1,1,2020,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,,,,,,,,
24080,2019-12-31,31,12,2019,0,0,Taiwan,TW,TWN,23773881.0,Asia,Country,,,,,,,,
24081,2020-06-30,30,6,2020,51,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,56.0,0.0,203.29,3.0,56.0,0.0,0.72,1.0
24082,2020-06-29,29,6,2020,50,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,57.14,0.0,,,,,,
24083,2020-06-28,28,6,2020,52,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,58.43,0.14,,,,,,
24084,2020-06-27,27,6,2020,56,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,58.86,0.14,,,,,,
24085,2020-06-26,26,6,2020,61,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,58.43,0.14,,,,,,
24086,2020-06-25,25,6,2020,63,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,58.14,0.29,,,,,,
24087,2020-06-24,24,6,2020,54,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,59.43,0.29,,,,,,
24088,2020-06-23,23,6,2020,56,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,60.29,0.29,,,,,,
24089,2020-06-22,22,6,2020,58,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,61.14,0.29,,,,,,
24090,2020-06-21,21,6,2020,61,1,Tajikistan,TJ,TJK,9321023.0,Asia,Country,62.29,0.29,,,,,,
24091,2020-06-20,20,6,2020,59,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,63.57,0.29,,,,,,
24092,2020-06-19,19,6,2020,58,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,65.43,0.43,,,,,,
24093,2020-06-18,18,6,2020,61,1,Tajikistan,TJ,TJK,9321023.0,Asia,Country,67.14,0.29,,,,,,
24094,2020-06-17,17,6,2020,63,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,69.71,0.29,,,,,,
24095,2020-06-16,16,6,2020,62,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,72.29,0.29,,,,,,
24096,2020-06-15,15,6,2020,64,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,74.0,0.29,,,,,,
24097,2020-06-14,14,6,2020,69,1,Tajikistan,TJ,TJK,9321023.0,Asia,Country,76.0,0.14,,,,,,
24098,2020-06-13,13,6,2020,68,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,77.86,0.14,,,,,,
24099,2020-06-12,12,6,2020,71,1,Tajikistan,TJ,TJK,9321023.0,Asia,Country,94.71,0.14,,,,,,
24100,2020-06-11,11,6,2020,73,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,96.71,0.14,,,,,,
24101,2020-06-10,10,6,2020,81,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,97.0,0.14,,,,,,
24102,2020-06-09,9,6,2020,80,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,103.14,0.14,,,,,,
24103,2020-06-08,8,6,2020,76,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,92.29,0.14,,,,,,
24104,2020-06-07,7,6,2020,83,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,115.29,0.14,,,,,,
24105,2020-06-06,6,6,2020,81,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,103.71,0.14,,,,,,
24106,2020-06-05,5,6,2020,189,1,Tajikistan,TJ,TJK,9321023.0,Asia,Country,142.86,0.14,,,,,,
24107,2020-06-04,4,6,2020,87,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,130.43,0.14,,,,,,
24108,2020-06-03,3,6,2020,83,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,118.57,0.14,,,,,,
24109,2020-06-02,2,6,2020,123,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,152.71,0.43,,,,,,
24110,2020-06-01,1,6,2020,0,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,179.43,0.43,,,,,,
24111,2020-05-31,31,5,2020,244,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,173.29,0.43,,,,,,
24112,2020-05-30,30,5,2020,0,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,203.29,0.43,,,,,,
24113,2020-05-29,29,5,2020,463,1,Tajikistan,TJ,TJK,9321023.0,Asia,Country,166.29,0.29,,,,,,
24114,2020-05-28,28,5,2020,0,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,195.86,0.71,,,,,,
24115,2020-05-27,27,5,2020,0,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,195.86,0.71,,,,,,
24116,2020-05-26,26,5,2020,362,2,Tajikistan,TJ,TJK,9321023.0,Asia,Country,173.43,0.71,,,,,,
24117,2020-05-25,25,5,2020,187,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,175.57,1.14,,,,,,
24118,2020-05-24,24,5,2020,201,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,176.0,1.57,,,,,,
24119,2020-05-23,23,5,2020,210,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,176.14,2.14,,,,,,
24120,2020-05-22,22,5,2020,204,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,162.14,3.0,,,,,,
24121,2020-05-21,21,5,2020,207,3,Tajikistan,TJ,TJK,9321023.0,Asia,Country,142.86,2.57,,,,,,
24122,2020-05-20,20,5,2020,0,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,152.57,2.86,,,,,,
24123,2020-05-19,19,5,2020,205,2,Tajikistan,TJ,TJK,9321023.0,Asia,Country,130.29,2.71,,,,,,
24124,2020-05-18,18,5,2020,202,3,Tajikistan,TJ,TJK,9321023.0,Asia,Country,101.43,2.29,,,,,,
24125,2020-05-17,17,5,2020,204,3,Tajikistan,TJ,TJK,9321023.0,Asia,Country,85.14,3.0,,,,,,
24126,2020-05-16,16,5,2020,211,4,Tajikistan,TJ,TJK,9321023.0,Asia,Country,63.71,2.43,,,,,,
24127,2020-05-15,15,5,2020,106,6,Tajikistan,TJ,TJK,9321023.0,Asia,Country,60.29,2.14,,,,,,
24128,2020-05-14,14,5,2020,72,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,62.29,2.57,,,,,,
24129,2020-05-13,13,5,2020,68,2,Tajikistan,TJ,TJK,9321023.0,Asia,Country,61.57,2.57,,,,,,
24130,2020-05-12,12,5,2020,49,1,Tajikistan,TJ,TJK,9321023.0,Asia,Country,76.57,2.57,,,,,,
24131,2020-05-11,11,5,2020,0,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,82.86,2.86,,,,,,
24132,2020-05-10,10,5,2020,90,8,Tajikistan,TJ,TJK,9321023.0,Asia,Country,72.43,1.71,,,,,,
24133,2020-05-09,9,5,2020,61,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,63.71,1.71,,,,,,
24134,2020-05-08,8,5,2020,82,4,Tajikistan,TJ,TJK,9321023.0,Asia,Country,54.14,1.14,,,,,,
24135,2020-05-07,7,5,2020,86,3,Tajikistan,TJ,TJK,9321023.0,Asia,Country,,,,,,,,
24136,2020-05-06,6,5,2020,63,2,Tajikistan,TJ,TJK,9321023.0,Asia,Country,,,,,,,,
24137,2020-05-05,5,5,2020,154,1,Tajikistan,TJ,TJK,9321023.0,Asia,Country,,,,,,,,
24138,2020-05-04,4,5,2020,44,2,Tajikistan,TJ,TJK,9321023.0,Asia,Country,,,,,,,,
24139,2020-05-03,3,5,2020,17,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,,,,,,,,
24140,2020-05-02,2,5,2020,0,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,,,,,,,,
24141,2020-05-01,1,5,2020,15,0,Tajikistan,TJ,TJK,9321023.0,Asia,Country,,,,,,,,
24142,2020-06-30,30,6,2020,9,0,Thailand,TH,THA,69625581.0,Asia,Country,2.0,0.0,132.0,2.86,2.0,0.0,0.98,1.0
24143,2020-06-29,29,6,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,2.14,0.0,,,,,,
24144,2020-06-28,28,6,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,2.29,0.0,,,,,,
24145,2020-06-27,27,6,2020,4,0,Thailand,TH,THA,69625581.0,Asia,Country,2.43,0.0,,,,,,
24146,2020-06-26,26,6,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,2.43,0.0,,,,,,
24147,2020-06-25,25,6,2020,2,0,Thailand,TH,THA,69625581.0,Asia,Country,3.0,0.0,,,,,,
24148,2020-06-24,24,6,2020,5,0,Thailand,TH,THA,69625581.0,Asia,Country,2.29,0.0,,,,,,
24149,2020-06-23,23,6,2020,3,0,Thailand,TH,THA,69625581.0,Asia,Country,1.86,0.0,,,,,,
24150,2020-06-22,22,6,2020,1,0,Thailand,TH,THA,69625581.0,Asia,Country,1.86,0.0,,,,,,
24151,2020-06-21,21,6,2020,1,0,Thailand,TH,THA,69625581.0,Asia,Country,2.43,0.0,,,,,,
24152,2020-06-20,20,6,2020,5,0,Thailand,TH,THA,69625581.0,Asia,Country,2.29,0.0,,,,,,
24153,2020-06-19,19,6,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,2.29,0.0,,,,,,
24154,2020-06-18,18,6,2020,6,0,Thailand,TH,THA,69625581.0,Asia,Country,1.43,0.0,,,,,,
24155,2020-06-17,17,6,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,2.29,0.0,,,,,,
24156,2020-06-16,16,6,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,2.29,0.0,,,,,,
24157,2020-06-15,15,6,2020,1,0,Thailand,TH,THA,69625581.0,Asia,Country,3.14,0.0,,,,,,
24158,2020-06-14,14,6,2020,5,0,Thailand,TH,THA,69625581.0,Asia,Country,3.57,0.0,,,,,,
24159,2020-06-13,13,6,2020,4,0,Thailand,TH,THA,69625581.0,Asia,Country,3.29,0.0,,,,,,
24160,2020-06-12,12,6,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,3.43,0.0,,,,,,
24161,2020-06-11,11,6,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,6.0,0.0,,,,,,
24162,2020-06-10,10,6,2020,6,0,Thailand,TH,THA,69625581.0,Asia,Country,5.29,0.14,,,,,,
24163,2020-06-09,9,6,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,5.43,0.14,,,,,,
24164,2020-06-08,8,6,2020,7,0,Thailand,TH,THA,69625581.0,Asia,Country,4.43,0.14,,,,,,
24165,2020-06-07,7,6,2020,8,0,Thailand,TH,THA,69625581.0,Asia,Country,4.0,0.14,,,,,,
24166,2020-06-06,6,6,2020,2,0,Thailand,TH,THA,69625581.0,Asia,Country,5.29,0.14,,,,,,
24167,2020-06-05,5,6,2020,1,0,Thailand,TH,THA,69625581.0,Asia,Country,6.71,0.14,,,,,,
24168,2020-06-04,4,6,2020,18,0,Thailand,TH,THA,69625581.0,Asia,Country,5.43,0.14,,,,,,
24169,2020-06-03,3,6,2020,1,1,Thailand,TH,THA,69625581.0,Asia,Country,5.71,0.0,,,,,,
24170,2020-06-02,2,6,2020,1,0,Thailand,TH,THA,69625581.0,Asia,Country,5.57,0.0,,,,,,
24171,2020-06-01,1,6,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,5.86,0.14,,,,,,
24172,2020-05-31,31,5,2020,5,0,Thailand,TH,THA,69625581.0,Asia,Country,5.14,0.14,,,,,,
24173,2020-05-30,30,5,2020,11,0,Thailand,TH,THA,69625581.0,Asia,Country,4.0,0.14,,,,,,
24174,2020-05-29,29,5,2020,11,0,Thailand,TH,THA,69625581.0,Asia,Country,2.86,0.14,,,,,,
24175,2020-05-28,28,5,2020,9,0,Thailand,TH,THA,69625581.0,Asia,Country,1.57,0.14,,,,,,
24176,2020-05-27,27,5,2020,3,0,Thailand,TH,THA,69625581.0,Asia,Country,1.57,0.14,,,,,,
24177,2020-05-26,26,5,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,2.0,0.14,,,,,,
24178,2020-05-25,25,5,2020,2,1,Thailand,TH,THA,69625581.0,Asia,Country,1.71,0.0,,,,,,
24179,2020-05-24,24,5,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,2.14,0.0,,,,,,
24180,2020-05-23,23,5,2020,3,0,Thailand,TH,THA,69625581.0,Asia,Country,2.71,0.0,,,,,,
24181,2020-05-22,22,5,2020,3,0,Thailand,TH,THA,69625581.0,Asia,Country,2.43,0.0,,,,,,
24182,2020-05-21,21,5,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,2.43,0.0,,,,,,
24183,2020-05-20,20,5,2020,3,0,Thailand,TH,THA,69625581.0,Asia,Country,2.29,0.0,,,,,,
24184,2020-05-19,19,5,2020,3,0,Thailand,TH,THA,69625581.0,Asia,Country,1.86,0.0,,,,,,
24185,2020-05-18,18,5,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,3.43,0.0,,,,,,
24186,2020-05-17,17,5,2020,3,0,Thailand,TH,THA,69625581.0,Asia,Country,3.57,0.14,,,,,,
24187,2020-05-16,16,5,2020,7,0,Thailand,TH,THA,69625581.0,Asia,Country,3.71,0.14,,,,,,
24188,2020-05-15,15,5,2020,1,0,Thailand,TH,THA,69625581.0,Asia,Country,4.0,0.14,,,,,,
24189,2020-05-14,14,5,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,4.14,0.29,,,,,,
24190,2020-05-13,13,5,2020,2,0,Thailand,TH,THA,69625581.0,Asia,Country,4.0,0.29,,,,,,
24191,2020-05-12,12,5,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,6.57,0.29,,,,,,
24192,2020-05-11,11,5,2020,11,0,Thailand,TH,THA,69625581.0,Asia,Country,5.43,0.29,,,,,,
24193,2020-05-10,10,5,2020,4,1,Thailand,TH,THA,69625581.0,Asia,Country,5.71,0.14,,,,,,
24194,2020-05-09,9,5,2020,8,0,Thailand,TH,THA,69625581.0,Asia,Country,4.57,0.14,,,,,,
24195,2020-05-08,8,5,2020,3,0,Thailand,TH,THA,69625581.0,Asia,Country,5.0,0.14,,,,,,
24196,2020-05-07,7,5,2020,1,1,Thailand,TH,THA,69625581.0,Asia,Country,7.14,0.0,,,,,,
24197,2020-05-06,6,5,2020,1,0,Thailand,TH,THA,69625581.0,Asia,Country,7.0,0.0,,,,,,
24198,2020-05-05,5,5,2020,18,0,Thailand,TH,THA,69625581.0,Asia,Country,6.71,0.43,,,,,,
24199,2020-05-04,4,5,2020,3,0,Thailand,TH,THA,69625581.0,Asia,Country,6.29,0.43,,,,,,
24200,2020-05-03,3,5,2020,6,0,Thailand,TH,THA,69625581.0,Asia,Country,15.14,0.57,,,,,,
24201,2020-05-02,2,5,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,17.29,0.57,,,,,,
24202,2020-05-01,1,5,2020,6,0,Thailand,TH,THA,69625581.0,Asia,Country,16.43,0.57,,,,,,
24203,2020-04-30,30,4,2020,16,0,Thailand,TH,THA,69625581.0,Asia,Country,18.14,0.86,,,,,,
24204,2020-04-29,29,4,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,20.86,1.0,,,,,,
24205,2020-04-28,28,4,2020,16,3,Thailand,TH,THA,69625581.0,Asia,Country,22.43,0.57,,,,,,
24206,2020-04-27,27,4,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,27.0,0.57,,,,,,
24207,2020-04-26,26,4,2020,68,1,Thailand,TH,THA,69625581.0,Asia,Country,22.0,0.43,,,,,,
24208,2020-04-25,25,4,2020,15,0,Thailand,TH,THA,69625581.0,Asia,Country,19.86,0.43,,,,,,
24209,2020-04-24,24,4,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,23.86,0.57,,,,,,
24210,2020-04-23,23,4,2020,28,2,Thailand,TH,THA,69625581.0,Asia,Country,24.0,0.71,,,,,,
24211,2020-04-22,22,4,2020,19,1,Thailand,TH,THA,69625581.0,Asia,Country,25.57,0.86,,,,,,
24212,2020-04-21,21,4,2020,27,0,Thailand,TH,THA,69625581.0,Asia,Country,26.57,1.0,,,,,,
24213,2020-04-20,20,4,2020,32,0,Thailand,TH,THA,69625581.0,Asia,Country,26.0,1.29,,,,,,
24214,2020-04-19,19,4,2020,33,0,Thailand,TH,THA,69625581.0,Asia,Country,26.0,1.71,,,,,,
24215,2020-04-18,18,4,2020,0,0,Thailand,TH,THA,69625581.0,Asia,Country,32.43,2.0,,,,,,
24216,2020-04-17,17,4,2020,28,1,Thailand,TH,THA,69625581.0,Asia,Country,35.57,2.0,,,,,,
24217,2020-04-16,16,4,2020,29,3,Thailand,TH,THA,69625581.0,Asia,Country,39.14,1.86,,,,,,
24218,2020-04-15,15,4,2020,30,2,Thailand,TH,THA,69625581.0,Asia,Country,50.71,2.14,,,,,,
24219,2020-04-14,14,4,2020,34,1,Thailand,TH,THA,69625581.0,Asia,Country,51.29,2.0,,,,,,
24220,2020-04-13,13,4,2020,28,2,Thailand,TH,THA,69625581.0,Asia,Country,54.57,2.14,,,,,,
24221,2020-04-12,12,4,2020,33,3,Thailand,TH,THA,69625581.0,Asia,Country,77.14,2.29,,,,,,
24222,2020-04-11,11,4,2020,45,2,Thailand,TH,THA,69625581.0,Asia,Country,85.43,2.57,,,,,,
24223,2020-04-10,10,4,2020,50,1,Thailand,TH,THA,69625581.0,Asia,Country,93.14,2.86,,,,,,
24224,2020-04-09,9,4,2020,54,2,Thailand,TH,THA,69625581.0,Asia,Country,102.57,2.86,,,,,,
24225,2020-04-08,8,4,2020,111,4,Thailand,TH,THA,69625581.0,Asia,Country,86.71,2.29,,,,,,
24226,2020-04-07,7,4,2020,38,0,Thailand,TH,THA,69625581.0,Asia,Country,118.86,2.71,,,,,,
24227,2020-04-06,6,4,2020,51,3,Thailand,TH,THA,69625581.0,Asia,Country,132.0,2.43,,,,,,
24228,2020-04-05,5,4,2020,191,4,Thailand,TH,THA,69625581.0,Asia,Country,120.29,2.0,,,,,,
24229,2020-04-04,4,4,2020,103,4,Thailand,TH,THA,69625581.0,Asia,Country,105.57,1.43,,,,,,
